start,end,WSAID,objectid,nationalco,nationalle,inspireid,national_1,beginlifes,endlifespa,country,name_gn_la,name_gn_na,name_gn__1,name_gn_so,name_gn_pr,name_gn_sp,name_gn__2,residenceo,upperlevel,boundary,Vandforsyn,Area (m3),Job_distribution_Industries,Job_distribution_Services,Job_distribution_Agriculture,WSA_Area (m3)
"1978","2019","2028",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","727158"
"1992","2019","2029",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","15327087"
"1978","2019","2030",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","9990453"
"1978","2019","2031",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","20061402"
"1978","2019","2032",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","26670419"
"1978","2019","2033",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","9919325"
"1978","2019","2034",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","6444899"
"2010","2019","2035",33,"0259",3rdOrder,"389136",Kommune,2024/01/29 08:35:59.000,,DK,dan,endonym,official,,,Køge,Latn,,"389100",,Andre Syd,"258550096",22900.3333333333,12493.6666666667,"442","79968121"
"1978","2019","2036",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","6814671"
"1978","2019","2037",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","9427940"
"1978","2019","2038",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","56739729"
"1978","2019","2039",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","1492881"
"1978","2019","2040",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","23706509"
"1978","2019","2041",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","20273563"
"1978","2019","2042",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7869414"
"1978","2019","2043",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","13322847"
"1978","2019","2044",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","14417356"
"1978","2019","2045",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","36676557"
"1978","2019","2046",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","8578098"
"1978","2019","2047",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","10946983"
"1978","2019","2048",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","19090063"
"1978","2019","2049",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","233749"
"1978","2019","2050",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","20708798"
"1978","2019","2051",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","9373606"
"1978","2019","2052",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","21428006"
"1978","2019","2053",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","17491402"
"1978","2019","2054",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","6477477"
"1978","2019","2055",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","3453523"
"1978","2019","2056",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","5039158"
"1978","2019","2057",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","3855366"
"1978","2019","2058",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","966609"
"1978","2019","2059",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","833361"
"1978","2019","2060",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","5250699"
"1978","2019","2061",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","4440717"
"1978","2019","2062",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","108772474"
"1997","2019","2063",90,"0330",3rdOrder,"389144",Kommune,2024/01/16 12:52:12.000,,DK,dan,endonym,official,,,Slagelse,Latn,,"389100",,,"570281769",20228.3333333333,19018.6666666667,"743","116730972"
"1978","2016","2064",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","608652"
"1978","2016","2065",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2002013"
"1978","2016","2066",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","1510177"
"1978","2016","2067",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5061200"
"1978","2019","2068",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","713555"
"1978","2019","2069",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3175941"
"1978","2019","2070",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","9495126"
"1978","2019","2071",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5412223"
"1978","2019","2072",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","642984"
"1978","2019","2073",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","10300015"
"1978","2019","2074",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","6374455"
"1978","2019","2075",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","586610"
"1978","2019","2076",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","4931678"
"1978","2019","2077",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","11343685"
"1978","2019","2078",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7654335"
"1978","2019","2079",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3792054"
"1978","2019","2080",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","807909"
"1978","2019","2081",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7778180"
"1978","2019","2082",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5870855"
"1978","2019","2083",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","1925610"
"1978","2019","2084",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","1565247"
"1978","2019","2085",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7755978"
"1978","2019","2086",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5534734"
"1978","2019","2087",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","1341236"
"1978","2019","2088",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5410653"
"1978","2019","2089",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","8486585"
"1978","2019","2090",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3810805"
"1978","2019","2091",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","15925670"
"1978","2019","2092",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","4089586"
"1978","2019","2093",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3505117"
"1978","2019","2094",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7471830"
"1978","2019","2095",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2255144"
"1978","2019","2096",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","4156483"
"1978","2019","2097",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","20444911"
"1978","2019","2098",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7125484"
"1978","2019","2099",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3612300"
"1978","2019","2100",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","6311506"
"1978","2019","2101",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2422768"
"1978","2019","2102",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","5811196"
"1978","2019","2103",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2397547"
"1978","2019","2104",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","12821114"
"1978","2019","2105",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","436871"
"1978","2002","2106",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","6006094"
"1978","2019","2107",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","6119126"
"1978","2019","2108",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","6720427"
"1978","2019","2109",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3977005"
"1978","2019","2110",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","9841392"
"1978","2019","2111",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2238371"
"1978","2019","2112",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","4215621"
"1978","2019","2113",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7952938"
"1978","2019","2114",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","8580517"
"1978","2019","2115",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","14342004"
"1978","2019","2116",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","2888517"
"1978","2019","2117",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","24221504"
"1978","2019","2118",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","10466298"
"2009","2019","2119",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","41548012"
"1978","2019","2120",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","751916"
"1978","2019","2121",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","21624011"
"1978","2019","2122",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","3930472"
"2007","2019","2123",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","12979025"
"1978","2019","2124",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","7619996"
"2001","2019","2125",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","23158686"
"2005","2019","2126",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","51295218"
"1978","2019","2127",92,"0326",3rdOrder,"389141",Kommune,2024/10/11 10:48:19.000,,DK,dan,endonym,official,,,Kalundborg,Latn,,"389100",,,"605703706",14598.6666666667,9032.33333333333,"822","72100486"
"1978","2019","2128",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","6118942"
"1978","2019","2129",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","15656919"
"1978","2019","2130",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","8459781"
"1978","2019","2131",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","15123311"
"1978","2019","2132",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","15249721"
"1978","2019","2133",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","23888353"
"1978","2019","2134",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","17110190"
"1978","2019","2135",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","5860182"
"1978","2019","2136",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","6766377"
"1978","2019","2137",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","11782601"
"1978","2019","2138",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","2802516"
"1978","2019","2139",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","566039"
"1978","2019","2140",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","653009"
"1978","2019","2141",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","15422970"
"1978","2019","2142",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","6581107"
"1978","2019","2143",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","3339837"
"1978","2019","2144",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","20155142"
"1978","2019","2145",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","15068796"
"1978","2019","2146",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","7755791"
"1978","2019","2147",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","5248313"
"2008","2019","2148",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","31236773"
"1978","2019","2149",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","2313414"
"1978","2019","2150",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","4820329"
"1978","2019","2151",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","26732446"
"1978","2019","2152",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","5771665"
"1978","2019","2153",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","8654295"
"1978","2019","2154",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","5062702"
"1978","2019","2155",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","16139456"
"1978","2019","2156",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","18129727"
"1978","2019","2157",56,"0306",3rdOrder,"389139",Kommune,2024/10/03 11:51:03.000,,DK,dan,endonym,official,,,Odsherred,Latn,,"389100",,,"356722740",6994,5756,"505","12035677"
